Name;Address;Location;Price;Cuisine;Longitude;Latitude;PhoneNumber;Url;WebsiteUrl;Award;GreenStar;FacilitiesAndServices;Description
Al Muntaha;Burj Al Arab Jumeirah, Dubai;Dubai;$$$$;French;55.1853653;25.1414067;9,718E+11;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/al-muntaha;https://www.jumeirah.com/en/dine/dubai/burj-al-arab-muntaha;1 Star;0;Air conditioning,Great view,Interesting wine list,Valet parking,Wheelchair access;"It sits atop the architectural masterpiece that is the Burj Al Arab, so expect the restaurant and the food it serves to be sophisticated and refined; take the lift to the 27th floor and ask for a table by the floor-to-ceiling windows, as the views are breathtaking. The experienced chef’s menu has a French base and Mediterranean influences; top quality ingredients, some locally sourced, are cooked with precision to create modern dishes with bold flavours and playful textures. Expect luxury products like truffles and caviar, excellent sauces and desserts which are as beautiful as they are delicious. Attentive, professional staff explain the dishes with pride and enthusiasm."
La Dame de Pic Dubai;25th Floor, The Link, One&Only One Za’abeel, Za'abeel 1, Dubai;Dubai;$$$$;Modern French;55.2909409;25.2279953;97146661617;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/la-dame-de-pic-dubai;https://ladamedepicdubai.com;1 Star;0;Air conditioning,Great view,Interesting wine list,Valet parking,Wheelchair access;Internationally renowned chef Anne-Sophie Pic made her culinary debut in Dubai with this restaurant on the 25th floor of the One&Only One Za’abeel hotel. Located in the cantilever known as The Link, the large space comes with soft tones and features a bar topped with a white marble counter at the front and an open kitchen at the back. The restaurant offers set menu options along with an a la carte menu, with dishes such as Les Berlingots ASP© with 20 months aged Comté, mushroom and coffee consommé, Wagyu beef with seaweed eggplant, and roasted pear, honey ginger with slivers of Buddha’s hand – all of which deliver fine, delicate and sophisticated combinations, with judiciously used spices for extra depth and complexity.
Tasca by José Avillez;Mandarin Oriental Jumeira Hotel, Jumeirah Beach Road, Jumeirah 1, Dubai;Dubai;$$$$;Portuguese;55.2510082;25.2168806;97147772231;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/tasca-by-jose-avillez;https://www.mandarinoriental.com/en/dubai/jumeira-beach/dine/tasca-by-jose-avillez;1 Star;0;Air conditioning,Brunch,Counter dining,Great view,Terrace,Wheelchair access;"On the 6th floor of the chic, beachside Mandarin Oriental Jumeira, is this bustling yet relaxed spot set around an open kitchen, with an infinity pool on its terrace and sea and city views. The attentive service team ensure your dining experience is well-paced and eminently enjoyable. The chef and his team understand the importance of great quality produce and showcase a passion for Portuguese culinary traditions. The resulting vibrant dishes offer Portuguese flavours with a modern edge. The menu offers something for everyone, with plenty of dishes to share; leave room for dessert to taste their freshly baked pastéis de nata!"
Dinner by Heston Blumenthal;Atlantis The Royal, Crescent Road, The Palm Jumeirah, Dubai;Dubai;$$$$;Traditional British;55.1275537;25.1384573;97144262444;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/dinner-by-heston-blumenthal-1206450;https://www.atlantis.com/dubai/dining/dinner-by-heston;1 Star;0;Air conditioning,Interesting wine list,Terrace,Valet parking;"Doors magically slide open as you approach this large, dark and atmospheric restaurant on the first floor of the Atlantis The Royal hotel. Using the principle of ‘if it ain’t broke, don’t fix it’, the menu is a facsimile of the one in London, so that means British dishes from across the centuries invigorated with prime ingredients. ‘Rice & Flesh’ and the much-photographed ‘Meat Fruit’ are the two classic starters; for dessert, order the ‘Tipsy Cake’ which uses pineapples that you can watch being spit-roasted in the corner of the on-view kitchen."
Man?o;Wasl Vita Mall , Jumeirah 1, Dubai;Dubai;$$$$;Thai contemporary;55.2558556;25.2109571;97142722389;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/manao-1217282;https://manao.ae;1 Star;0;Air conditioning,Wheelchair access;Helmed by Abhiraj Khatwani in conjuction with Mohamad Orfali, this Thai restaurant is the Dubai-born chef’s ode to the cuisine closest to his heart. The place, meaning ‘lime’ in Thai, serves an 11-course tasting menu comprised of Thai classics with a twist. The dishes stay true to their roots, offering vibrant, fresh, highly authentic mouth-watering Thai flavours with wonderful balance to the spicing. The experience is perfectly paired with five non-alcoholic drinks, created and made in-house. Expect engaging, smooth service with a lively soundtrack throughout.
moonrise;Eden House, 41 Street, Al Satwa, Dubai;Dubai;$$$$;Creative;55.2763284;25.2199042;9,71507E+11;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/moonrise;https://www.moon-rise.xyz;1 Star;0;Air conditioning,Counter dining,Great view;"Home-grown – and largely self-taught– Solemann Haddad tells the story and the inspiration behind each of the cleverly conceived and carefully constructed dishes on his highly original ‘surprise’ menu. He was one of the first to bring alive the top quality Middle Eastern ingredients and flavours through the clever use of Japanese notes and techniques. Perched on the roof of a smart residential building, there are two sittings for dinner at the 15-seater counter; do try to arrive on time as everyone is served together."
H?seki;Bulgari Resort Dubai Hotel, 4th Floor, Jumeirah Bay Island, Jumeirah 2, Dubai;Dubai;$$$$;Japanese;55.2351396;25.2106143;97147775433;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/hoseki;https://www.bulgarihotels.com/en_US/dubai/bars-and-restaurants/japanese-restaurant-hoseki;1 Star;0;Air conditioning,Counter dining,Great view,Notable sake list,Valet parking;This little ‘gem’ of a restaurant, set on the fourth floor of the Bulgari Hotel, is elegance personified, with understated, clean-lined décor and stunning views over the Dubai skyline. 18 counter seats make for a comfortable, intimate meal, where sixth-generation sushi master Masahiro Sugiyama and his team show off their considerable knife skills. Taking the individual tastes of their guests into consideration, they blend them with prime ingredients imported from Japan to create a rich omakase experience unique to each diner. This is refined, technically adept and beautifully presented cuisine – and the warm service from staff dressed in traditional kimonos further adds to the experience.
Hakkasan Dubai;Atlantis The Palm, Crescent Road, The Palm Jumeriah, Dubai;Dubai;$$$$;Chinese, Contemporary;55.1180364;25.132521;97144262626;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/hakkasan-516107;https://www.atlantis.com/dubai/dining/hakkasan;1 Star;0;Air conditioning,Valet parking,Wheelchair access;Located within Atlantis the Palm Hotel, the Dubai outpost of this ever-growing global brand delivers all you need for a fun night out. It’s moodily lit, with smooth service, a party soundtrack, and lattice screens for added privacy. The best place to sit is in one of the booths to the side of the lounge and next to the back-lit blue bar. The menu of reimagined Chinese dishes includes all the Hakkasan classics, as well as a few exclusive to Dubai, such as the lychee lobster with yuzu pearl. If it’s spice you’re after, go for the Assam seafood toban. Created using quality ingredients, the accomplished dishes are colourful and vibrant with some punchy flavours. Save room for one of the creative desserts.
Orfali Bros;Wasl 51 Mall, Jumeirah 1, Dubai;Dubai;$$$$;Contemporary, Middle Eastern;55.2613791;25.2187895;97142580510;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/orfali-bros;https://www.orfalibros.com;1 Star;0;Air conditioning,Valet parking,Wheelchair access;Three Syrian brothers own and run this deservedly popular restaurant: a light and airy space dominated by a striking, two-storey open kitchen. Original, playful small plates are Mediterranean at their core but display global influences. The cooking seamlessly delivers bold, complex and balanced flavours, as well as lovely contrasts of texture. The tasting menu includes classics from their previous menus such as the ‘ooh la la foie gras’ and their ‘corn bomb’, as well as new dishes such as their sea bream and ‘maftoul’ (Palestinian couscous). For the full experience, go for the non-alcoholic pairing comprised of drinks fermented in house. Service is endearing, relaxed and super-friendly.
Jamavar;Address Residences, Opera District, Downtown Dubai, Dubai;Dubai;$$$;Indian;55.2710297;25.197712;97145537852;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/jamavar-1210531;https://jamavarrestaurants.com/indian-restaurant-dubai/;1 Star;0;Air conditioning,Terrace,Valet parking;London, Doha, and now, Dubai’s Opera district becomes the latest home to this Indian restaurant that takes its name from the intricate Kashmir shawls worn in the 16th century. Grand chandeliers and a plush cocktail bar underline the interior’s opulent design, while prime ingredients play a big part across the menu. The spices are perfectly balanced and harmonious, with some noteworthy signatures, such as Bhatti Ka Octopus and Sindhi Methi Gosht (aka goat curry), reflecting the kitchen’s craft. If you’re headed to a show at the Dubai Opera, this place offers a set lunch menu as a pre-theatre option.
Ossiano;Atlantis The Palm, Crescent Road, The Palm, Dubai;Dubai;$$$$;Creative;55.1180262;25.1318677;97144260772;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/ossiano;https://www.atlantis.com/dubai/dining/ossiano;1 Star;0;Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access;"It's not often sharks and stingrays swim past you as you dine but, then again, there aren’t many restaurants with huge windows looking into an aquarium of 65,000 marine animals. From the moment you descend the marble spiral staircase into this unique restaurant at the Atlantis, you’ll find yourself transfixed and fully immersed. Each course of the ten-course tasting menu tells a story of explorers who have navigated around the Atlantic Ocean; many of the dishes are finished off at the table with an added dash of theatricality."
Smoked Room;St Regis Gardens, The Palm Jumeirah, Dubai;Dubai;$$$$;Contemporary;55.1378975;25.1148676;9,71503E+11;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/smoked-room-1212350;https://grupodanigarcia.com/smoked-room/en/dubai/;1 Star;0;Air conditioning,Counter dining,Interesting wine list;2024 saw Chef Dani García bring his popular Madrid restaurant to the St. Regis Gardens on the Palm Jumeirah. Located at the back of Leña, this intimate and dark room with a large semi-circular table seats 14 guests and overlooks a kitchen with an open fire and grills, a style Chef Dani dubs “Fire Omakase”. The experience is immersive and engaging, with chefs guiding diners through the 11-course menu and explaining in detail the creative and technically skilled dishes, such as sea cucumber carbonara. Desserts are a particular highlight, especially the confidently and skilfully executed burnt pumpkin purée and mandarin sorbet.
avat?ra;Business Park 1, Dubai Hills Estate, Dubai Hills, Dubai;Dubai;$$$$;Indian Vegetarian;55.240847;25.107342;9,71581E+11;https://guide.michelin.com/en/dubai-emirate/dubai/restaurant/avatara;https://avatara.ae/;1 Star;0;Air conditioning,Valet parking,Wheelchair access;Each of the exquisite and strikingly presented vegetarian dishes on the multi-course ‘avat?ra Experience’ menu are constructed with the same supreme care and ability, and they all add up to an experience you won’t forget. There’s a story behind each creation, which the delightful team take time to explain. The restaurant, located in Dubai Hills Business Park, is uniquely decorated and painted in a very special light green. The tables face a large, wide altar-like table where chefs can be seen adding finishing touches to each dish.
